left_index,right_index,left_channel,right_channel,edge,raw_pearson,abs_raw_pearson,diff_pearson,abs_diff_pearson,spearman,abs_spearman,in_diff_top8_union,in_spearman_top8_union,left_update_fraction,right_update_fraction,min_update_fraction,raw_only_suspect
15,31,channel_16,channel_32,channel_16 ↔ channel_32,0.9981122612953186,0.9981122612953186,-0.0008321187342517078,0.0008321187342517078,0.9978384971618652,0.9978384971618652,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
23,31,channel_24,channel_32,channel_24 ↔ channel_32,0.9980592727661133,0.9980592727661133,-0.000490018748678267,0.000490018748678267,0.9978441596031189,0.9978441596031189,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
21,30,channel_22,channel_31,channel_22 ↔ channel_31,0.9980138540267944,0.9980138540267944,-0.003465072251856327,0.003465072251856327,0.9967911839485168,0.9967911839485168,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
15,23,channel_16,channel_24,channel_16 ↔ channel_24,0.9979894161224365,0.9979894161224365,-0.0001216092350659892,0.0001216092350659892,0.9977730512619019,0.9977730512619019,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
31,39,channel_32,channel_40,channel_32 ↔ channel_40,0.9979593753814697,0.9979593753814697,0.00033161084866151214,0.00033161084866151214,0.997511625289917,0.997511625289917,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
15,39,channel_16,channel_40,channel_16 ↔ channel_40,0.9979410767555237,0.9979410767555237,-0.0013078214833512902,0.0013078214833512902,0.9974764585494995,0.9974764585494995,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
15,32,channel_16,channel_33,channel_16 ↔ channel_33,0.9979392886161804,0.9979392886161804,0.002050691982731223,0.002050691982731223,0.9975574016571045,0.9975574016571045,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
31,32,channel_32,channel_33,channel_32 ↔ channel_33,0.9978753924369812,0.9978753924369812,-0.045134253799915314,0.045134253799915314,0.997516930103302,0.997516930103302,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
23,39,channel_24,channel_40,channel_24 ↔ channel_40,0.997861385345459,0.997861385345459,-0.0025754186790436506,0.0025754186790436506,0.9974526762962341,0.9974526762962341,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
23,32,channel_24,channel_33,channel_24 ↔ channel_33,0.9978562593460083,0.9978562593460083,0.000894167460501194,0.000894167460501194,0.9975343346595764,0.9975343346595764,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
14,22,channel_15,channel_23,channel_15 ↔ channel_23,0.9976768493652344,0.9976768493652344,0.0018098674481734633,0.0018098674481734633,0.9970179796218872,0.9970179796218872,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
29,37,channel_30,channel_38,channel_30 ↔ channel_38,0.9976101517677307,0.9976101517677307,-0.003969394136220217,0.003969394136220217,0.9972109198570251,0.9972109198570251,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
30,38,channel_31,channel_39,channel_31 ↔ channel_39,0.9975475668907166,0.9975475668907166,-0.004224933683872223,0.004224933683872223,0.9952703714370728,0.9952703714370728,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
1,2,channel_2,channel_3,channel_2 ↔ channel_3,0.9975392818450928,0.9975392818450928,0.9946771860122681,0.9946771860122681,0.39219096302986145,0.39219096302986145,True,True,0.35056832686959544,0.35056832686959544,0.35056832686959544,False
21,38,channel_22,channel_39,channel_22 ↔ channel_39,0.9975332617759705,0.9975332617759705,-0.0015253049787133932,0.0015253049787133932,0.9952727556228638,0.9952727556228638,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
66,68,channel_67,channel_69,channel_67 ↔ channel_69,0.997256875038147,0.997256875038147,0.9880161285400391,0.9880161285400391,-0.07720275968313217,0.07720275968313217,True,False,0.20059229430104725,0.20059229430104725,0.20059229430104725,False
13,20,channel_14,channel_21,channel_14 ↔ channel_21,0.997072160243988,0.997072160243988,-0.00299782189540565,0.00299782189540565,0.9966821074485779,0.9966821074485779,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
5,6,channel_6,channel_7,channel_6 ↔ channel_7,0.9964533448219299,0.9964533448219299,0.9911620616912842,0.9911620616912842,0.8165016770362854,0.8165016770362854,True,True,0.19985035632034068,0.19985035632034068,0.19985035632034068,False
19,26,channel_20,channel_27,channel_20 ↔ channel_27,0.9959595203399658,0.9959595203399658,-0.0008495618822053075,0.0008495618822053075,0.9955982565879822,0.9955982565879822,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
0,1,channel_1,channel_2,channel_1 ↔ channel_2,0.9959565997123718,0.9959565997123718,0.9914010167121887,0.9914010167121887,0.8545167446136475,0.8545167446136475,True,True,0.35056832686959544,0.35056832686959544,0.35056832686959544,False
4,5,channel_5,channel_6,channel_5 ↔ channel_6,0.9958080649375916,0.9958080649375916,0.9909106492996216,0.9909106492996216,0.9428119659423828,0.9428119659423828,True,True,0.19985035632034068,0.19985035632034068,0.19985035632034068,False
0,2,channel_1,channel_3,channel_1 ↔ channel_3,0.9950841069221497,0.9950841069221497,0.9926048517227173,0.9926048517227173,0.3705059289932251,0.3705059289932251,True,True,0.35056832686959544,0.35056832686959544,0.35056832686959544,False
48,51,channel_49,channel_52,channel_49 ↔ channel_52,0.9948444962501526,0.9948444962501526,0.0033055669628083706,0.0033055669628083706,0.9891325235366821,0.9891325235366821,True,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,False
57,59,channel_58,channel_60,channel_58 ↔ channel_60,0.9946158528327942,0.9946158528327942,-0.0007185930735431612,0.0007185930735431612,0.9943552017211914,0.9943552017211914,False,True,0.9985181609307783,0.9985181609307783,0.9985181609307783,True
3,5,channel_4,channel_6,channel_4 ↔ channel_6,0.9934634566307068,0.9934634566307068,0.985619843006134,0.985619843006134,0.8165016770362854,0.8165016770362854,True,True,0.19985035632034068,0.19985035632034068,0.19985035632034068,False
47,50,channel_48,channel_51,channel_48 ↔ channel_51,0.9932097792625427,0.9932097792625427,0.0024655021261423826,0.0024655021261423826,0.9883096218109131,0.9883096218109131,True,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,False
3,6,channel_4,channel_7,channel_4 ↔ channel_7,0.992946982383728,0.992946982383728,0.9874371886253357,0.9874371886253357,1.0,1.0,True,True,0.19985035632034068,0.19985035632034068,0.19985035632034068,False
12,19,channel_13,channel_20,channel_13 ↔ channel_20,0.9926196336746216,0.9926196336746216,-4.026290844194591e-05,4.026290844194591e-05,0.9904178977012634,0.9904178977012634,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
16,19,channel_17,channel_20,channel_17 ↔ channel_20,0.9925275444984436,0.9925275444984436,0.01914903149008751,0.01914903149008751,0.9922008514404297,0.9922008514404297,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
46,49,channel_47,channel_50,channel_47 ↔ channel_50,0.992423415184021,0.992423415184021,0.0029720189049839973,0.0029720189049839973,0.9866718053817749,0.9866718053817749,True,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,False
11,33,channel_12,channel_34,channel_12 ↔ channel_34,0.9923186302185059,0.9923186302185059,-0.0011578276753425598,0.0011578276753425598,0.9887312054634094,0.9887312054634094,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
3,4,channel_4,channel_5,channel_4 ↔ channel_5,0.9919518828392029,0.9919518828392029,0.9857268333435059,0.9857268333435059,0.8660272359848022,0.8660272359848022,True,True,0.19985035632034068,0.19985035632034068,0.19985035632034068,False
12,26,channel_13,channel_27,channel_13 ↔ channel_27,0.991489827632904,0.991489827632904,-0.0020858775824308395,0.0020858775824308395,0.9891899228096008,0.9891899228096008,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
16,26,channel_17,channel_27,channel_17 ↔ channel_27,0.9911882877349854,0.9911882877349854,0.0022851149551570415,0.0022851149551570415,0.991072416305542,0.991072416305542,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
17,24,channel_18,channel_25,channel_18 ↔ channel_25,0.9904912114143372,0.9904912114143372,5.997629705234431e-05,5.997629705234431e-05,0.9897076487541199,0.9897076487541199,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,33,channel_13,channel_34,channel_13 ↔ channel_34,0.990390956401825,0.990390956401825,0.0022109036799520254,0.0022109036799520254,0.9850425720214844,0.9850425720214844,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
25,33,channel_26,channel_34,channel_26 ↔ channel_34,0.9903783798217773,0.9903783798217773,0.0009719048975966871,0.0009719048975966871,0.9885695576667786,0.9885695576667786,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
49,50,channel_50,channel_51,channel_50 ↔ channel_51,0.9896519780158997,0.9896519780158997,0.005191381089389324,0.005191381089389324,0.9850831031799316,0.9850831031799316,True,True,0.3339700318841524,0.3339700318841524,0.3339700318841524,False
46,47,channel_47,channel_48,channel_47 ↔ channel_48,0.9896360039710999,0.9896360039710999,0.003619961440563202,0.003619961440563202,0.9849388599395752,0.9849388599395752,True,True,0.9985112015491244,0.9985112015491244,0.9985112015491244,False
47,49,channel_48,channel_50,channel_48 ↔ channel_50,0.9896130561828613,0.9896130561828613,0.0004103515238966793,0.0004103515238966793,0.9851664304733276,0.9851664304733276,False,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,True
46,50,channel_47,channel_51,channel_47 ↔ channel_51,0.9895888566970825,0.9895888566970825,-0.0002368171262787655,0.0002368171262787655,0.9848976731300354,0.9848976731300354,False,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,True
24,26,channel_25,channel_27,channel_25 ↔ channel_27,0.9894753694534302,0.9894753694534302,-0.0006963865016587079,0.0006963865016587079,0.9897933602333069,0.9897933602333069,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
11,36,channel_12,channel_37,channel_12 ↔ channel_37,0.9893166422843933,0.9893166422843933,0.00011348092812113464,0.00011348092812113464,0.9884134531021118,0.9884134531021118,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,16,channel_13,channel_17,channel_13 ↔ channel_17,0.9890385866165161,0.9890385866165161,0.0022280202247202396,0.0022280202247202396,0.9868327975273132,0.9868327975273132,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
11,12,channel_12,channel_13,channel_12 ↔ channel_13,0.9889730215072632,0.9889730215072632,-0.04949463531374931,0.04949463531374931,0.9826846122741699,0.9826846122741699,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
16,24,channel_17,channel_25,channel_17 ↔ channel_25,0.9885135293006897,0.9885135293006897,0.0014303905190899968,0.0014303905190899968,0.9873178005218506,0.9873178005218506,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
19,24,channel_20,channel_25,channel_20 ↔ channel_25,0.988311231136322,0.988311231136322,0.0006716485950164497,0.0006716485950164497,0.9880422949790955,0.9880422949790955,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
56,58,channel_57,channel_59,channel_57 ↔ channel_59,0.9881057143211365,0.9881057143211365,0.0003007766208611429,0.0003007766208611429,0.9951567649841309,0.9951567649841309,False,True,0.9985181609307783,0.9985181609307783,0.9985181609307783,True
17,26,channel_18,channel_27,channel_18 ↔ channel_27,0.9877647161483765,0.9877647161483765,0.0011063632555305958,0.0011063632555305958,0.9880227446556091,0.9880227446556091,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
56,57,channel_57,channel_58,channel_57 ↔ channel_58,0.9871652722358704,0.9871652722358704,0.00036784965777769685,0.00036784965777769685,0.9941519498825073,0.9941519498825073,False,True,0.9985181609307783,0.9985181609307783,0.9985181609307783,True
13,28,channel_14,channel_29,channel_14 ↔ channel_29,0.9867562055587769,0.9867562055587769,-0.0012373218778520823,0.0012373218778520823,0.9836439490318298,0.9836439490318298,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
17,19,channel_18,channel_20,channel_18 ↔ channel_20,0.9864963889122009,0.9864963889122009,0.00228461273945868,0.00228461273945868,0.986261785030365,0.986261785030365,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
34,36,channel_35,channel_37,channel_35 ↔ channel_37,0.9858750104904175,0.9858750104904175,-0.00605373689904809,0.00605373689904809,0.986426830291748,0.986426830291748,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
56,59,channel_57,channel_60,channel_57 ↔ channel_60,0.9855546951293945,0.9855546951293945,0.005874547176063061,0.005874547176063061,0.9937692284584045,0.9937692284584045,True,True,0.9985181609307783,0.9985181609307783,0.9985181609307783,False
25,35,channel_26,channel_36,channel_26 ↔ channel_36,0.9854289889335632,0.9854289889335632,-0.001871229032985866,0.001871229032985866,0.9861506819725037,0.9861506819725037,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
19,33,channel_20,channel_34,channel_20 ↔ channel_34,0.9850243926048279,0.9850243926048279,-5.061576666776091e-05,5.061576666776091e-05,0.9792562127113342,0.9792562127113342,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
16,17,channel_17,channel_18,channel_17 ↔ channel_18,0.984341025352478,0.984341025352478,-0.0446649007499218,0.0446649007499218,0.9825640320777893,0.9825640320777893,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
11,25,channel_12,channel_26,channel_12 ↔ channel_26,0.9839006066322327,0.9839006066322327,0.004794871434569359,0.004794871434569359,0.9794685244560242,0.9794685244560242,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
16,33,channel_17,channel_34,channel_17 ↔ channel_34,0.98388671875,0.98388671875,0.002317926147952676,0.002317926147952676,0.9771267175674438,0.9771267175674438,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
26,33,channel_27,channel_34,channel_27 ↔ channel_34,0.9828795194625854,0.9828795194625854,0.0002078211837215349,0.0002078211837215349,0.9772289991378784,0.9772289991378784,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
20,28,channel_21,channel_29,channel_21 ↔ channel_29,0.982446551322937,0.982446551322937,-0.002967058913782239,0.002967058913782239,0.9793714880943298,0.9793714880943298,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
11,34,channel_12,channel_35,channel_12 ↔ channel_35,0.9800300598144531,0.9800300598144531,0.0023400902282446623,0.0023400902282446623,0.9800008535385132,0.9800008535385132,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,36,channel_13,channel_37,channel_13 ↔ channel_37,0.9784687757492065,0.9784687757492065,0.00035310821840539575,0.00035310821840539575,0.9744556546211243,0.9744556546211243,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,17,channel_13,channel_18,channel_13 ↔ channel_18,0.9782727360725403,0.9782727360725403,0.0008691562106832862,0.0008691562106832862,0.9758569002151489,0.9758569002151489,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
25,27,channel_26,channel_28,channel_26 ↔ channel_28,0.9776908159255981,0.9776908159255981,0.01319813821464777,0.01319813821464777,0.9772101044654846,0.9772101044654846,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
11,19,channel_12,channel_20,channel_12 ↔ channel_20,0.9772976040840149,0.9772976040840149,-0.0004003872163593769,0.0004003872163593769,0.9671778082847595,0.9671778082847595,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,25,channel_13,channel_26,channel_13 ↔ channel_26,0.9765331149101257,0.9765331149101257,-0.001773824100382626,0.001773824100382626,0.9688339233398438,0.9688339233398438,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,24,channel_13,channel_25,channel_13 ↔ channel_25,0.97645103931427,0.97645103931427,0.00114127853885293,0.00114127853885293,0.9727963805198669,0.9727963805198669,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
11,26,channel_12,channel_27,channel_12 ↔ channel_27,0.9750661253929138,0.9750661253929138,-0.001975870691239834,0.001975870691239834,0.9645925164222717,0.9645925164222717,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
33,36,channel_34,channel_37,channel_34 ↔ channel_37,0.9747275710105896,0.9747275710105896,0.044769931584596634,0.044769931584596634,0.9699918031692505,0.9699918031692505,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
11,35,channel_12,channel_36,channel_12 ↔ channel_36,0.9738527536392212,0.9738527536392212,1.1095165746155544e-06,1.1095165746155544e-06,0.9713107347488403,0.9713107347488403,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
33,35,channel_34,channel_36,channel_34 ↔ channel_36,0.9734016060829163,0.9734016060829163,-0.0013248813338577747,0.0013248813338577747,0.9732069373130798,0.9732069373130798,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
11,16,channel_12,channel_17,channel_12 ↔ channel_17,0.9732204675674438,0.9732204675674438,0.003071157494559884,0.003071157494559884,0.9639158248901367,0.9639158248901367,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
19,25,channel_20,channel_26,channel_20 ↔ channel_26,0.9715685844421387,0.9715685844421387,-0.0006267168209888041,0.0006267168209888041,0.9645856618881226,0.9645856618881226,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
27,33,channel_28,channel_34,channel_28 ↔ channel_34,0.9713910818099976,0.9713910818099976,-0.0001106205236283131,0.0001106205236283131,0.9697725176811218,0.9697725176811218,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
24,33,channel_25,channel_34,channel_25 ↔ channel_34,0.9706745743751526,0.9706745743751526,0.0018621805356815457,0.0018621805356815457,0.9638419151306152,0.9638419151306152,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
17,33,channel_18,channel_34,channel_18 ↔ channel_34,0.970504105091095,0.970504105091095,0.0026734834536910057,0.0026734834536910057,0.9645922780036926,0.9645922780036926,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
65,68,channel_66,channel_69,channel_66 ↔ channel_69,0.9698942303657532,0.9698942303657532,0.989523708820343,0.989523708820343,0.111304372549057,0.111304372549057,True,True,0.20059229430104725,0.20059229430104725,0.20059229430104725,False
16,25,channel_17,channel_26,channel_17 ↔ channel_26,0.9698167443275452,0.9698167443275452,0.00047169323079288006,0.00047169323079288006,0.9624955654144287,0.9624955654144287,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
24,27,channel_25,channel_28,channel_25 ↔ channel_28,0.969417154788971,0.969417154788971,0.04035608842968941,0.04035608842968941,0.9686200618743896,0.9686200618743896,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
19,27,channel_20,channel_28,channel_20 ↔ channel_28,0.9690904021263123,0.9690904021263123,-0.0004903914523310959,0.0004903914523310959,0.9656093716621399,0.9656093716621399,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
26,27,channel_27,channel_28,channel_27 ↔ channel_28,0.9681600332260132,0.9681600332260132,-0.04231175035238266,0.04231175035238266,0.9647192358970642,0.9647192358970642,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
63,65,channel_64,channel_66,channel_64 ↔ channel_66,0.9677804708480835,0.9677804708480835,0.9946841597557068,0.9946841597557068,-0.0037439074367284775,0.0037439074367284775,True,False,0.20059229430104725,0.20059229430104725,0.20059229430104725,False
64,65,channel_65,channel_66,channel_65 ↔ channel_66,0.9677572250366211,0.9677572250366211,0.9943923950195312,0.9943923950195312,-0.0011124943848699331,0.0011124943848699331,True,False,0.20059229430104725,0.20059229430104725,0.20059229430104725,False
25,26,channel_26,channel_27,channel_26 ↔ channel_27,0.967663049697876,0.967663049697876,-0.04748884215950966,0.04748884215950966,0.9609645009040833,0.9609645009040833,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
22,30,channel_23,channel_31,channel_23 ↔ channel_31,0.9672272205352783,0.9672272205352783,0.0012109874514862895,0.0012109874514862895,0.9700697660446167,0.9700697660446167,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
21,22,channel_22,channel_23,channel_22 ↔ channel_23,0.9669860005378723,0.9669860005378723,-0.04743644967675209,0.04743644967675209,0.9702248573303223,0.9702248573303223,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
65,67,channel_66,channel_68,channel_66 ↔ channel_68,0.9669604301452637,0.9669604301452637,0.9923570156097412,0.9923570156097412,-0.08131473511457443,0.08131473511457443,True,True,0.20059229430104725,0.20059229430104725,0.20059229430104725,False
22,38,channel_23,channel_39,channel_23 ↔ channel_39,0.9667739272117615,0.9667739272117615,0.0038265311159193516,0.0038265311159193516,0.9669914841651917,0.9669914841651917,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
14,30,channel_15,channel_31,channel_15 ↔ channel_31,0.9665927886962891,0.9665927886962891,0.00017852176097221673,0.00017852176097221673,0.9700148701667786,0.9700148701667786,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
14,21,channel_15,channel_22,channel_15 ↔ channel_22,0.9664297699928284,0.9664297699928284,-0.0007570539019070566,0.0007570539019070566,0.9703144431114197,0.9703144431114197,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
14,38,channel_15,channel_39,channel_15 ↔ channel_39,0.9661567807197571,0.9661567807197571,-0.0012184132356196642,0.0012184132356196642,0.9668992161750793,0.9668992161750793,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
18,36,channel_19,channel_37,channel_19 ↔ channel_37,0.9644790887832642,0.9644790887832642,-0.0018332001054659486,0.0018332001054659486,0.9629979133605957,0.9629979133605957,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
49,51,channel_50,channel_52,channel_50 ↔ channel_52,0.9644246697425842,0.9644246697425842,0.00219786842353642,0.00219786842353642,0.9869363307952881,0.9869363307952881,True,True,0.3339700318841524,0.3339700318841524,0.3339700318841524,False
46,51,channel_47,channel_52,channel_47 ↔ channel_52,0.9643952250480652,0.9643952250480652,-4.0339484257856384e-05,4.0339484257856384e-05,0.9868453741073608,0.9868453741073608,False,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,True
46,48,channel_47,channel_49,channel_47 ↔ channel_49,0.9643890261650085,0.9643890261650085,0.0013278729747980833,0.0013278729747980833,0.9868304133415222,0.9868304133415222,True,True,0.9985112015491244,0.9985112015491244,0.9985112015491244,False
48,49,channel_49,channel_50,channel_49 ↔ channel_50,0.9643735289573669,0.9643735289573669,6.873084930703044e-05,6.873084930703044e-05,0.9869548678398132,0.9869548678398132,False,True,0.9985112015491244,0.3339700318841524,0.3339700318841524,True
57,58,channel_58,channel_59,channel_58 ↔ channel_59,0.9640578627586365,0.9640578627586365,0.003783508436754346,0.003783508436754346,0.9943734407424927,0.9943734407424927,True,True,0.9985181609307783,0.9985181609307783,0.9985181609307783,False
27,35,channel_28,channel_36,channel_28 ↔ channel_36,0.9639735817909241,0.9639735817909241,0.0016805455088615417,0.0016805455088615417,0.9617249965667725,0.9617249965667725,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
33,34,channel_34,channel_35,channel_34 ↔ channel_35,0.9638672471046448,0.9638672471046448,-0.04559554159641266,0.04559554159641266,0.9586921334266663,0.9586921334266663,True,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,False
12,18,channel_13,channel_19,channel_13 ↔ channel_19,0.9629565477371216,0.9629565477371216,-0.0008983371080830693,0.0008983371080830693,0.9628491997718811,0.9628491997718811,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
12,34,channel_13,channel_35,channel_13 ↔ channel_35,0.9628847241401672,0.9628847241401672,-0.0006453347741626203,0.0006453347741626203,0.9583332538604736,0.9583332538604736,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
16,27,channel_17,channel_28,channel_17 ↔ channel_28,0.9626682996749878,0.9626682996749878,0.0008599046268500388,0.0008599046268500388,0.9600886702537537,0.9600886702537537,False,True,0.3349949281384435,0.3349949281384435,0.3349949281384435,True
41,44,channel_42,channel_45,channel_42 ↔ channel_45,0.9626482129096985,0.9626482129096985,0.3025616407394409,0.3025616407394409,0.899509072303772,0.899509072303772,True,True,0.9985784189914396,0.9985784189914396,0.9985784189914396,False
33,60,channel_34,channel_61,channel_34 ↔ channel_61,-0.9622109532356262,0.9622109532356262,6.936207164187635e-10,6.936207164187635e-10,-0.9585981369018555,0.9585981369018555,False,True,0.3349949281384435,0.03327823539955677,0.03327823539955677,True
