eligible_windows,active_windows,active_window_fraction,median_spectral_entropy,median_top3_power_share,median_dominant_period_seconds,dominant_period_iqr_octaves,dominant_period_stability,median_peak_to_median_power,boundary_peak_fraction,median_high_frequency_share,median_update_fraction,channel_id,channel,horizon_steps,window_minutes,value_type,differenced,periodicity_score,candidate_periodic,strong_periodic
95,95,1.0,0.7934994982211732,0.318320939509274,720.0,1.8073549220576037,0.10526315789473684,16.779685075131518,0.14736842105263157,0.063448180686733,0.3333333333333333,14,channel_14,96,48.0,continuous,False,0.005899621199518211,False,False
90,88,0.9777777777777777,0.785033076850334,0.32766191884866125,720.0,2.0,0.125,20.447028824997403,0.18181818181818182,0.06262964151565084,0.3333333333333333,15,channel_15,96,48.0,continuous,False,0.007043647452821225,False,False
90,90,1.0,0.7878520905169235,0.31698122007971985,720.0,1.7517568167234927,0.08888888888888889,18.463011668421878,0.2111111111111111,0.06219888056376366,0.3333333333333333,16,channel_16,96,48.0,continuous,False,0.00471558530978453,False,False
95,95,1.0,0.7814856372448329,0.34645389511896174,720.0,1.8073549220576037,0.07368421052631578,20.95064381995862,0.22105263157894736,0.05987578105813794,0.3333333333333333,17,channel_17,96,48.0,continuous,False,0.004345182138068708,False,False
95,95,1.0,0.7785195929018925,0.3547576083559711,720.0,1.584962500721156,0.11578947368421053,22.556044590894498,0.17894736842105263,0.05776385013948426,0.3333333333333333,18,channel_18,96,48.0,continuous,False,0.007469767918893672,False,False
95,95,1.0,0.7843438639645985,0.34216701110934594,720.0,1.9036774610288028,0.15789473684210525,22.700902370935793,0.15789473684210525,0.06004497861241501,0.3333333333333333,19,channel_19,96,48.0,continuous,False,0.00981146798820483,False,False
95,95,1.0,0.7926918044801406,0.3291680068489059,720.0,1.8073549220576037,0.08421052631578947,18.394773993991386,0.21052631578947367,0.059920205981108754,0.3333333333333333,20,channel_20,96,48.0,continuous,False,0.004536679813144513,False,False
95,93,0.9789473684210527,0.7819686812819888,0.32730843939900733,576.0,1.8073549220576037,0.17204301075268819,20.744847439378752,0.1827956989247312,0.05845543440893412,0.3333333333333333,21,channel_21,96,48.0,continuous,False,0.009822071834109223,False,False
86,85,0.9883720930232558,0.7913080928714573,0.31874366642923924,960.0,1.584962500721156,0.16470588235294117,18.865716484532214,0.18823529411764706,0.05911261853944295,0.3333333333333333,22,channel_22,96,48.0,continuous,False,0.008790365257013006,False,False
90,90,1.0,0.7922670468534758,0.3218507636270107,720.0,1.8073549220576037,0.1,17.52411616943132,0.16666666666666666,0.061053199145527405,0.3333333333333333,23,channel_23,96,48.0,continuous,False,0.005571584133391904,False,False
90,90,1.0,0.7866246464387006,0.32182560094346413,720.0,1.519203899262708,0.15555555555555556,18.81885651465945,0.16666666666666666,0.06068381555264118,0.3333333333333333,24,channel_24,96,48.0,continuous,False,0.008901621476013432,False,False
95,95,1.0,0.7863161797052461,0.3300127739267824,720.0,1.8073549220576037,0.08421052631578947,19.44076068673623,0.18947368421052632,0.05784239312176806,0.3333333333333333,25,channel_25,96,48.0,continuous,False,0.0048132219846765845,False,False
95,95,1.0,0.7880264151206863,0.32203271814027024,720.0,1.8073549220576037,0.08421052631578947,20.26771791891609,0.15789473684210525,0.06017902303441805,0.3333333333333333,26,channel_26,96,48.0,continuous,False,0.004840770638900666,False,False
95,95,1.0,0.7919299465471772,0.33165747947616164,720.0,1.8073549220576037,0.09473684210526316,17.818904867525784,0.23157894736842105,0.06252933659238245,0.3333333333333333,27,channel_27,96,48.0,continuous,False,0.005023628708043232,False,False
95,95,1.0,0.77131249685095,0.3566360255231631,960.0,1.584962500721156,0.18947368421052632,24.428215705197616,0.2,0.057389981685867904,0.3333333333333333,28,channel_28,96,48.0,continuous,False,0.012362506440236416,False,False
95,94,0.9894736842105263,0.787701978952464,0.32578818544246024,576.0,1.0,0.22340425531914893,19.131059202084746,0.14893617021276595,0.061700728989607455,0.3333333333333333,29,channel_29,96,48.0,continuous,False,0.013011851539100934,False,False
93,93,1.0,0.7956370823837272,0.31806561317294607,720.0,1.584962500721156,0.08602150537634409,17.239693819409702,0.22580645161290322,0.061043045393570514,0.3333333333333333,30,channel_30,96,48.0,continuous,False,0.004328878531625029,False,False
85,84,0.9882352941176471,0.7907112164645942,0.31026424049061085,720.0,1.2705536908220463,0.13095238095238096,18.465228813339323,0.10714285714285714,0.06410828800869173,0.3333333333333333,31,channel_31,96,48.0,continuous,False,0.007502973530829645,False,False
90,90,1.0,0.7936483689904652,0.31635765405853006,840.0,1.584962500721156,0.3111111111111111,17.563555677102343,0.12222222222222222,0.061954122438246204,0.3333333333333333,32,channel_32,96,48.0,continuous,False,0.017827332146776446,False,False
90,90,1.0,0.7988270540046596,0.3076352942198404,720.0,2.0,0.08888888888888889,16.391157260748585,0.2,0.06344817230140726,0.3333333333333333,33,channel_33,96,48.0,continuous,False,0.004400917221713679,False,False
95,94,0.9894736842105263,0.7822594247657471,0.33697224496058875,648.0,2.127443751081735,0.22340425531914893,21.317570357049473,0.2127659574468085,0.060660722253314064,0.3333333333333333,34,channel_34,96,48.0,continuous,False,0.012768299252872548,False,False
95,95,1.0,0.7902569525710189,0.3254168770143255,960.0,1.8073549220576037,0.2,17.679137473979036,0.18947368421052632,0.06132787236298741,0.3333333333333333,35,channel_35,96,48.0,continuous,False,0.011064320874052855,False,False
95,95,1.0,0.7913972238344155,0.32631319989750185,960.0,1.584962500721156,0.12631578947368421,19.724633185083228,0.18947368421052632,0.06000453685570338,0.3333333333333333,36,channel_36,96,48.0,continuous,False,0.006969144776048649,False,False
95,95,1.0,0.7957028163415483,0.31246053333707313,720.0,1.69615871138938,0.11578947368421053,18.2104117203067,0.21052631578947367,0.05866129826889723,0.3333333333333333,37,channel_37,96,48.0,continuous,False,0.005835314764130193,False,False
93,92,0.989247311827957,0.7956015632400938,0.3203635044196253,576.0,1.3686330465167362,0.15217391304347827,18.086154858023487,0.14130434782608695,0.06262734818118737,0.3333333333333333,38,channel_38,96,48.0,continuous,False,0.008464571089892027,False,False
85,84,0.9882352941176471,0.7902136145456788,0.3211672198093469,576.0,1.8073549220576037,0.15476190476190477,17.712716689930595,0.15476190476190477,0.06324543958792536,0.3333333333333333,39,channel_39,96,48.0,continuous,False,0.00870987659483329,False,False
90,90,1.0,0.7918810566363768,0.30643319920712087,720.0,1.584962500721156,0.12222222222222222,18.692610564927797,0.2222222222222222,0.06262493222491912,0.3333333333333333,40,channel_40,96,48.0,continuous,False,0.0060625192957408525,False,False
95,95,1.0,0.33080816439616223,0.8934333288018584,2880.0,0.0,1.0,326.0446388648427,1.0,0.028808152488257268,1.0,41,channel_41,96,48.0,discrete_like,False,0.0,False,False
95,95,1.0,0.5107512410492004,0.7402698522691713,2880.0,0.0,0.9894736842105263,108.16733898411329,0.9894736842105263,0.06981276148342559,1.0,42,channel_42,96,48.0,continuous,False,0.0037722497520299367,False,False
95,95,1.0,0.33152559461290537,0.8932467853701538,2880.0,0.0,0.9894736842105263,305.18682031955564,0.9894736842105263,0.029352699154347326,1.0,43,channel_43,96,48.0,discrete_like,False,0.006219233871372789,False,False
95,95,1.0,0.49858699491866904,0.7509666454055846,2880.0,0.0,0.9894736842105263,115.72739189020683,0.9894736842105263,0.06975461469782801,1.0,44,channel_44,96,48.0,discrete_like,False,0.0039219033334663925,False,False
95,95,1.0,0.3271375671487919,0.8957485269953198,2880.0,0.0,0.9894736842105263,345.1948334259868,0.9894736842105263,0.02705514966662236,1.0,45,channel_45,96,48.0,discrete_like,False,0.006277591148045886,False,False
95,95,1.0,0.5145156289562409,0.7302840582429402,2880.0,0.0,0.9894736842105263,108.5331378241138,0.9894736842105263,0.07933132138573123,1.0,46,channel_46,96,48.0,discrete_like,False,0.003692731378364513,False,False
93,93,1.0,0.9174231202599143,0.18496309920902143,120.0,1.8875252707415875,0.1935483870967742,4.251273875599952,0.07526881720430108,0.25161501910093725,1.0,47,channel_47,96,48.0,discrete_like,False,0.0027336859554159686,False,False
93,93,1.0,0.9156029303285615,0.18655864863225757,115.2,2.4020984435713455,0.12903225806451613,4.293790523928232,0.0967741935483871,0.25230964573652626,1.0,48,channel_48,96,48.0,discrete_like,False,0.001835005583600122,False,False
93,93,1.0,0.9184032461696137,0.18533034050799962,120.0,1.66296501272243,0.11827956989247312,4.064747516889197,0.021505376344086023,0.2514439044240498,1.0,49,channel_49,96,48.0,discrete_like,False,0.0017501996214481046,False,False
93,93,1.0,0.7845238308579319,0.3177482593073251,720.0,1.8073549220576037,0.07526881720430108,18.19818934118134,0.15053763440860216,0.06096947913529803,0.3333333333333333,50,channel_50,96,48.0,discrete_like,False,0.004377656289733831,False,False
93,93,1.0,0.7972628487430463,0.3128845889308839,720.0,1.8073549220576037,0.0967741935483871,16.24163716350373,0.1827956989247312,0.06259599138171718,0.3333333333333333,51,channel_51,96,48.0,discrete_like,False,0.0050165797061767214,False,False
93,91,0.978494623655914,0.8061145476596204,0.30418892643528517,480.0,2.169925001442312,0.17582417582417584,15.501044901439617,0.13186813186813187,0.0629127418706772,0.3333333333333333,52,channel_52,96,48.0,discrete_like,False,0.008808690630383245,False,False
96,96,1.0,0.9119017197789256,0.18953294001990514,99.3103448275862,1.450661409009565,0.17708333333333334,4.216974087042896,0.020833333333333332,0.2579000925435093,1.0,53,channel_53,96,48.0,discrete_like,False,0.002895252457191221,False,False
96,96,1.0,0.9132126841023752,0.19096962318216715,125.21739130434783,1.5443205162238103,0.13541666666666666,4.473669526754587,0.03125,0.24664453228450844,1.0,54,channel_54,96,48.0,discrete_like,False,0.0021742244884851323,False,False
96,96,1.0,0.9122065894372415,0.19438269832770022,147.78947368421052,1.81751541818194,0.14583333333333334,4.752449140736407,0.041666666666666664,0.24972143679598569,1.0,55,channel_55,96,48.0,discrete_like,False,0.0023850249362269774,False,False
96,96,1.0,0.9118534010103136,0.19557736640931803,115.2,1.7409539076683354,0.21875,4.763400066930414,0.041666666666666664,0.24263982275430307,1.0,56,channel_56,96,48.0,discrete_like,False,0.003614005507581926,False,False
93,93,1.0,0.9212523409857057,0.17666368938789323,125.21739130434783,2.039528364186637,0.17204301075268819,3.9307051288271917,0.06451612903225806,0.25726834863567055,1.0,57,channel_57,96,48.0,continuous,False,0.0022390216146604257,False,False
93,93,1.0,0.916424103366684,0.182548497163876,125.21739130434783,1.584962500721156,0.15053763440860216,4.178432444017779,0.021505376344086023,0.24854873873989075,1.0,58,channel_58,96,48.0,continuous,False,0.0022473092398922357,False,False
93,93,1.0,0.9197041284090405,0.18111870588199713,115.2,1.7500217469916528,0.11827956989247312,4.233965954560103,0.06451612903225806,0.24560903342279683,1.0,59,channel_59,96,48.0,continuous,False,0.0016091723578635772,False,False
93,93,1.0,0.9160422769561589,0.18003120603155578,130.9090909090909,1.5474877953024944,0.0967741935483871,4.370748354716194,0.06451612903225806,0.2592530557691014,1.0,60,channel_60,96,48.0,continuous,False,0.00136837240558419,False,False
96,1,0.010416666666666666,0.0981298527025524,0.9787195154651076,2880.0,0.0,1.0,5246.4624023750175,1.0,0.0011357490169595756,0.03125,61,channel_61,96,48.0,continuous,False,0.0,False,False
96,1,0.010416666666666666,0.09812985270256096,0.9787195154651047,2880.0,0.0,1.0,5246.46240237395,1.0,0.0011357490169596907,0.03125,62,channel_62,96,48.0,continuous,False,0.0,False,False
96,1,0.010416666666666666,0.09812985270255258,0.9787195154651073,2880.0,0.0,1.0,5246.462402374771,1.0,0.0011357490169596391,0.03125,63,channel_63,96,48.0,continuous,False,0.0,False,False
96,2,0.020833333333333332,0.4357790531065067,0.6640599837277699,2160.0,0.5,0.0,1011.1653986620157,0.5,0.015834368494495262,0.16666666666666666,64,channel_64,96,48.0,discrete_like,False,0.0,False,False
96,16,0.16666666666666666,0.7169929912683617,0.3752138475279663,1440.0,1.0,0.5,35.082034478823985,0.3125,0.02912934193083678,0.16666666666666666,65,channel_65,96,48.0,discrete_like,False,0.006083696014892534,False,False
93,46,0.4946236559139785,0.6754586048754978,0.46145148199254515,960.0,1.2414460711655213,0.2826086956521739,64.04891178185926,0.15217391304347827,0.029652183697737297,0.16666666666666666,66,channel_66,96,48.0,discrete_like,False,0.017748568169308497,False,False
96,71,0.7395833333333334,0.6614054077073312,0.4942119514292266,960.0,1.0,0.15492957746478872,81.133444755654,0.16901408450704225,0.029193308394226358,0.16666666666666666,67,channel_67,96,48.0,discrete_like,False,0.015933396968313196,False,False
96,42,0.4375,0.7158711822952818,0.3804601573972093,1440.0,1.0,0.47619047619047616,37.33647277089197,0.4523809523809524,0.028190337091490526,0.16666666666666666,68,channel_68,96,48.0,discrete_like,False,0.012332802471306855,False,False
96,11,0.11458333333333333,0.7170055727042272,0.3754234699486039,1440.0,0.5,0.6363636363636364,34.68879832135022,0.2727272727272727,0.029155658823486304,0.16666666666666666,69,channel_69,96,48.0,discrete_like,False,0.005634085220458171,False,False
95,95,1.0,0.4951507389838094,0.7746463310160587,60.0,0.03037364904351847,1.0,215.69637041418594,0.0,0.6496380134980082,1.0,70,channel_70,96,48.0,discrete_like,False,0.39107962776236055,True,True
94,94,1.0,0.41965259828814777,0.839867866769981,60.0,0.03037364904351847,1.0,283.4833850208686,0.0,0.8447933212927046,1.0,71,channel_71,96,48.0,discrete_like,False,0.4874151342612345,True,True
95,95,1.0,0.43900915422572473,0.825445870845523,60.0,0.03037364904351847,1.0,324.2384428677986,0.0,0.7629144842432216,1.0,72,channel_72,96,48.0,discrete_like,False,0.46306757722651315,True,True
95,95,1.0,0.547974295824832,0.6907956953102774,120.0,0.0,0.9894736842105263,125.50724692714715,0.0,0.2460412534926198,1.0,73,channel_73,96,48.0,discrete_like,False,0.30897049050207864,True,True
95,95,1.0,0.5997610810338715,0.6467811210724488,120.0,1.0,0.6631578947368421,85.48518214536094,0.0,0.39731007591004436,1.0,74,channel_74,96,48.0,discrete_like,False,0.1716696792890681,True,True
95,95,1.0,0.5787785104251215,0.6736945567643742,60.0,0.03037364904351847,0.9894736842105263,100.86836008179613,0.0,0.595813567630907,1.0,75,channel_75,96,48.0,discrete_like,False,0.280787523405948,True,True
95,95,1.0,0.5832869010581334,0.6843802039919742,60.0,0.03037364904351847,1.0,105.35006558709075,0.0,0.6235175042791016,1.0,76,channel_76,96,48.0,discrete_like,False,0.2851901956599624,True,True
96,1,0.010416666666666666,0.49056492730671314,0.6338744311764323,2880.0,0.0,1.0,436.88453729240837,0.0,0.005715295707501555,0.3333333333333333,1,channel_1,192,96.0,continuous,False,0.003363727780466475,False,False
96,2,0.020833333333333332,0.4964498003711696,0.5613426686941863,2160.0,0.5,0.0,883.7932898116258,0.0,0.00454527804767454,0.3333333333333333,2,channel_2,192,96.0,continuous,False,0.0,False,False
96,13,0.13541666666666666,0.3492734864975932,0.7982251941397724,5760.0,1.0,0.6153846153846154,3643.0927370298855,0.6153846153846154,0.0009952831567548047,0.3333333333333333,3,channel_3,192,96.0,continuous,False,0.01664827876834474,False,False
96,0,0.0,,,,,0.0,,,,,4,channel_4,192,96.0,continuous,True,,False,False
96,0,0.0,,,,,0.0,,,,,5,channel_5,192,96.0,continuous,True,,False,False
96,0,0.0,,,,,0.0,,,,,6,channel_6,192,96.0,continuous,True,,False,False
96,0,0.0,,,,,0.0,,,,,7,channel_7,192,96.0,continuous,True,,False,False
96,0,0.0,,,,,0.0,,,,,8,channel_8,192,96.0,discrete_like,True,,False,False
96,0,0.0,,,,,0.0,,,,,9,channel_9,192,96.0,discrete_like,True,,False,False
96,0,0.0,,,,,0.0,,,,,10,channel_10,192,96.0,discrete_like,True,,False,False
96,0,0.0,,,,,0.0,,,,,11,channel_11,192,96.0,discrete_like,True,,False,False
95,95,1.0,0.8106533874873303,0.20455249288592708,960.0,2.5221970596792254,0.12631578947368421,23.80786267860978,0.1368421052631579,0.058030099774564005,0.3333333333333333,12,channel_12,192,96.0,continuous,False,0.004222894234152765,False,False
95,95,1.0,0.8116497468236235,0.20505257474706132,960.0,2.584962500721156,0.05263157894736842,23.658887699430256,0.16842105263157894,0.05847583815588936,0.3333333333333333,13,channel_13,192,96.0,continuous,False,0.0016903682244199852,False,False
95,95,1.0,0.8089329802278876,0.2030167851025081,640.0,1.584962500721156,0.17894736842105263,24.26866206626392,0.10526315789473684,0.06046896446614257,0.3333333333333333,14,channel_14,192,96.0,continuous,False,0.006210667975041392,False,False
90,90,1.0,0.811218069924828,0.19865081989105013,720.0,2.6715704137861067,0.16666666666666666,24.054406189138206,0.16666666666666666,0.058157625509279574,0.3333333333333333,15,channel_15,192,96.0,continuous,False,0.0052085673875066395,False,False
90,90,1.0,0.8166572477874252,0.18996857069569267,960.0,2.0,0.1,20.460460569573314,0.1111111111111111,0.05923465172165663,0.3333333333333333,16,channel_16,192,96.0,continuous,False,0.003095943163132211,False,False
95,95,1.0,0.8082862118879507,0.216777171975999,960.0,2.700439718141091,0.05263157894736842,26.327844624858898,0.23157894736842105,0.058250031106574666,0.3333333333333333,17,channel_17,192,96.0,continuous,False,0.001680786490608711,False,False
95,95,1.0,0.7999916692480169,0.2291890370154396,1920.0,3.0,0.09473684210526316,30.951677846955093,0.3157894736842105,0.05398100028632778,0.3333333333333333,18,channel_18,192,96.0,continuous,False,0.0029713278982012007,False,False
95,95,1.0,0.8018787781642316,0.2136623246289879,960.0,1.8744691179161403,0.11578947368421053,26.82436695248181,0.17894736842105263,0.05775482391067213,0.3333333333333333,19,channel_19,192,96.0,continuous,False,0.004024380390019607,False,False
95,95,1.0,0.8112902316705247,0.20287611555426338,960.0,2.5221970596792254,0.09473684210526316,24.053892544780705,0.1368421052631579,0.05916097753821096,0.3333333333333333,20,channel_20,192,96.0,continuous,False,0.0031306495420699975,False,False
95,95,1.0,0.8054972780414705,0.2100103331601862,822.8571428571429,1.792481250360579,0.16842105263157894,25.444579586616083,0.14736842105263157,0.05734319296665414,0.3333333333333333,21,channel_21,192,96.0,continuous,False,0.005865757955129051,False,False
86,86,1.0,0.8074066822353634,0.21128581715012718,680.0,2.0866079130649506,0.12790697674418605,24.62947763435146,0.18604651162790697,0.058489110352923174,0.3333333333333333,22,channel_22,192,96.0,continuous,False,0.004236482168955872,False,False
90,90,1.0,0.8142733147932382,0.19789864580838432,720.0,1.8820066772207902,0.13333333333333333,23.919942159237543,0.06666666666666667,0.05971152737238544,0.3333333333333333,23,channel_23,192,96.0,continuous,False,0.0045739629591162265,False,False
90,90,1.0,0.8132246919921935,0.20035353825448685,640.0,1.8015246534989497,0.15555555555555556,22.65560534979651,0.07777777777777778,0.05876534529230747,0.3333333333333333,24,channel_24,192,96.0,continuous,False,0.005368310002029778,False,False
95,95,1.0,0.8077122583785282,0.21546514095618466,960.0,2.4594316186372964,0.1368421052631579,27.497915680659748,0.21052631578947367,0.05590489515292239,0.3333333333333333,25,channel_25,192,96.0,continuous,False,0.004475958195989077,False,False
95,95,1.0,0.8173056138482271,0.19513393440115398,1152.0,1.9372345589580693,0.07368421052631578,23.429027815616223,0.15789473684210525,0.05718100058681395,0.3333333333333333,26,channel_26,192,96.0,continuous,False,0.0022120697665559577,False,False
95,95,1.0,0.8097546701058759,0.2049148598498597,1152.0,2.584962500721156,0.042105263157894736,27.336768074584732,0.17894736842105263,0.05807985194683796,0.3333333333333333,27,channel_27,192,96.0,continuous,False,0.00134770500554588,False,False
95,95,1.0,0.8055866248951202,0.21934495163633277,1152.0,1.877443751081735,0.08421052631578947,27.544630684215512,0.14736842105263157,0.05596772140275649,0.3333333333333333,28,channel_28,192,96.0,continuous,False,0.0030618335566951556,False,False
95,95,1.0,0.8072761815442692,0.20316120720645503,822.8571428571429,2.3219280948873617,0.22105263157894736,26.604831267240467,0.22105263157894736,0.05800585662053965,0.3333333333333333,29,channel_29,192,96.0,continuous,False,0.006741863891142464,False,False
93,93,1.0,0.8107360806666876,0.20675540523553365,640.0,1.8073549220576037,0.1827956989247312,24.02791203123626,0.1827956989247312,0.059478683354124075,0.3333333333333333,30,channel_30,192,96.0,continuous,False,0.005845495332753599,False,False
85,85,1.0,0.8110995475588091,0.2100763901004003,640.0,1.6780719051126383,0.18823529411764706,25.41671739664444,0.07058823529411765,0.059839556451890395,0.3333333333333333,31,channel_31,192,96.0,continuous,False,0.006942557200469573,False,False
90,90,1.0,0.8109756958055129,0.19688434550338668,822.8571428571429,1.8744691179161403,0.2111111111111111,23.42980109118613,0.14444444444444443,0.05901005096257949,0.3333333333333333,32,channel_32,192,96.0,continuous,False,0.006721839548885323,False,False
90,90,1.0,0.8150943502216128,0.19245596371253787,822.8571428571429,1.8962406251802886,0.18888888888888888,21.928557950622938,0.05555555555555555,0.06089244176246769,0.3333333333333333,33,channel_33,192,96.0,continuous,False,0.006348401457983851,False,False
95,95,1.0,0.8077321923254324,0.2131518417066502,640.0,2.8073549220576037,0.15789473684210525,24.854086282493455,0.12631578947368421,0.0581618524367012,0.3333333333333333,34,channel_34,192,96.0,continuous,False,0.005653505312674122,False,False
95,95,1.0,0.8010776877061115,0.2225543829398159,960.0,3.169925001442312,0.18947368421052632,29.13294604632566,0.2631578947368421,0.05619114997446146,0.3333333333333333,35,channel_35,192,96.0,continuous,False,0.006180775723719103,False,False
95,95,1.0,0.8079656557505738,0.20236336050811465,960.0,2.0577386087099665,0.11578947368421053,24.49519010350184,0.11578947368421053,0.05919852210806312,0.3333333333333333,36,channel_36,192,96.0,continuous,False,0.003978648296665295,False,False
95,95,1.0,0.815923023352467,0.2055391476527733,1152.0,2.6427011094311226,0.07368421052631578,23.755446770349483,0.1368421052631579,0.05849675385219683,0.3333333333333333,37,channel_37,192,96.0,continuous,False,0.002406349505000727,False,False
93,93,1.0,0.8155105525426862,0.19294168331771977,523.6363636363636,1.6780719051126383,0.26881720430107525,22.35771746533189,0.06451612903225806,0.06032928282812012,0.3333333333333333,38,channel_38,192,96.0,continuous,False,0.008951399860009833,False,False
85,85,1.0,0.8120349986659198,0.2067219969770014,822.8571428571429,2.700439718141091,0.10588235294117647,23.7825936718091,0.11764705882352941,0.061161435804457744,0.3333333333333333,39,channel_39,192,96.0,continuous,False,0.00363019208240234,False,False
90,90,1.0,0.8119910285079242,0.20440613075238118,822.8571428571429,2.0,0.13333333333333333,24.99466273365885,0.14444444444444443,0.059196755592351755,0.3333333333333333,40,channel_40,192,96.0,continuous,False,0.004383887931149789,False,False
95,95,1.0,0.28718995959830257,0.942541163851719,2880.0,0.0,1.0,1235.7171788450335,0.0,0.014193711648032962,1.0,41,channel_41,192,96.0,discrete_like,False,0.6718528050854068,True,True
95,95,1.0,0.3980400002602563,0.8494813420336677,2880.0,0.0,1.0,409.59052894070015,0.0,0.04004781668973016,1.0,42,channel_42,192,96.0,continuous,False,0.5113537884295037,True,True
95,95,1.0,0.2871905362563576,0.942834647505207,2880.0,0.0,1.0,1297.563057584231,0.0,0.014043058791100908,1.0,43,channel_43,192,96.0,discrete_like,False,0.6720614594871127,True,True
95,95,1.0,0.3932092412401201,0.8550141375085378,2880.0,0.0,1.0,438.41007456631684,0.0,0.03516275280554951,1.0,44,channel_44,192,96.0,discrete_like,False,0.51881467724923,True,True
95,95,1.0,0.28099076541188145,0.948297804631351,2880.0,0.0,1.0,1374.5327359511855,0.0,0.014405812898224431,1.0,45,channel_45,192,96.0,discrete_like,False,0.6818348786695808,True,True
95,95,1.0,0.40768747476881595,0.8400854935483808,2880.0,0.0,1.0,410.86364403742164,0.0,0.04112634099809405,1.0,46,channel_46,192,96.0,discrete_like,False,0.497593160093727,True,True
93,93,1.0,0.9246011610414817,0.1095105711958996,120.0,1.5283789723547896,0.1827956989247312,5.223900294778744,0.03225806451612903,0.2609393268833157,1.0,47,channel_47,192,96.0,discrete_like,False,0.0014606502463219019,False,False
93,93,1.0,0.9224748619437065,0.11484081940917248,112.94117647058823,2.3410369178350674,0.13978494623655913,5.39885357986458,0.043010752688172046,0.25840857030751263,1.0,48,channel_48,192,96.0,discrete_like,False,0.001190985002743371,False,False
93,93,1.0,0.9256564915743463,0.1101835026927114,128.0,1.563900885193326,0.21505376344086022,5.284322527278578,0.010752688172043012,0.2457878541898798,1.0,49,channel_49,192,96.0,discrete_like,False,0.0017426555458294232,False,False
93,93,1.0,0.8103271684364804,0.20031849996490902,720.0,2.0,0.16129032258064516,24.335802844197385,0.11827956989247312,0.0594649974767536,0.3333333333333333,50,channel_50,192,96.0,discrete_like,False,0.005403378637596061,False,False
93,93,1.0,0.8115149554532922,0.20058059012101154,720.0,1.8073549220576037,0.1827956989247312,23.983936884354193,0.06451612903225806,0.05988334997927316,0.3333333333333333,51,channel_51,192,96.0,discrete_like,False,0.006464993285408516,False,False
93,93,1.0,0.8103415877174674,0.2021269218603422,822.8571428571429,2.0,0.12903225806451613,24.744186112831486,0.17204301075268819,0.058667870064275325,0.3333333333333333,52,channel_52,192,96.0,discrete_like,False,0.004095456778533856,False,False
96,96,1.0,0.9213259756526833,0.11205005075380695,105.6969696969697,1.5947984208210801,0.17708333333333334,5.633935304288179,0.0,0.2618913600608823,1.0,53,channel_53,192,96.0,discrete_like,False,0.0015610654495738796,False,False
96,96,1.0,0.9148774643157842,0.12210356368430778,130.97674418604652,1.669015656611065,0.14583333333333334,5.934505420310862,0.010416666666666666,0.2461434924043538,1.0,54,channel_54,192,96.0,discrete_like,False,0.0014999682500716415,False,False
96,96,1.0,0.9159172794461473,0.12035472878809182,114.07058823529411,1.4293318375626338,0.20833333333333334,6.052885111234771,0.010416666666666666,0.25416188404877876,1.0,55,channel_55,192,96.0,discrete_like,False,0.0020863206112462372,False,False
