record 1/799 index=200 train=5 eval=43 loss=none
record 74/799 index=2888 train=26 eval=232 loss=none
record 75/799 index=1708 train=37 eval=325 loss=none
record 76/799 index=3681 train=43 eval=384 loss=none
record 77/799 index=1956 train=28 eval=244 loss=none
record 78/799 index=2706 train=6 eval=46 loss=none
record 79/799 index=2720 train=44 eval=391 loss=none
record 80/799 index=364 train=32 eval=282 loss=none
record 81/799 index=1732 train=30 eval=269 loss=none
record 82/799 index=299 train=29 eval=258 loss=none
record 83/799 index=398 train=36 eval=324 loss=none
record 84/799 index=891 train=27 eval=238 loss=none
record 85/799 index=701 train=39 eval=349 loss=none
record 86/799 index=1856 train=40 eval=353 loss=none
record 87/799 index=1338 train=32 eval=283 loss=none
record 88/799 index=210 train=48 eval=429 loss=none
record 89/799 index=555 train=26 eval=229 loss=none
record 90/799 index=2933 train=20 eval=180 loss=none
record 91/799 index=331 train=17 eval=153 loss=none
record 92/799 index=1125 train=23 eval=202 loss=none
record 93/799 index=3797 train=28 eval=245 loss=none
record 94/799 index=3653 train=38 eval=338 loss=none
record 95/799 index=2037 train=48 eval=429 loss=none
record 96/799 index=2009 train=41 eval=368 loss=none
record 97/799 index=2271 train=4 eval=29 loss=none
record 98/799 index=416 train=41 eval=360 loss=none
record 99/799 index=3607 train=34 eval=305 loss=none
record 100/799 index=1519 train=37 eval=328 loss=none
record 101/799 index=1596 train=29 eval=260 loss=none
record 102/799 index=136 train=20 eval=172 loss=none
record 103/799 index=161 train=33 eval=289 loss=none
record 104/799 index=1468 train=29 eval=259 loss=none
record 105/799 index=3549 train=32 eval=280 loss=none
record 106/799 index=389 train=20 eval=174 loss=none
record 107/799 index=3195 train=34 eval=302 loss=none
record 108/799 index=3706 train=43 eval=386 loss=none
record 109/799 index=2930 train=33 eval=297 loss=none
record 110/799 index=3043 train=21 eval=180 loss=none
record 111/799 index=2555 train=40 eval=357 loss=none
record 112/799 index=2579 train=33 eval=288 loss=none
record 113/799 index=2448 train=27 eval=243 loss=none
record 114/799 index=3504 train=30 eval=270 loss=none
record 115/799 index=219 train=32 eval=286 loss=none
record 116/799 index=3372 train=32 eval=287 loss=none
record 117/799 index=123 train=36 eval=317 loss=none
record 118/799 index=3531 train=34 eval=301 loss=none
record 119/799 index=366 train=33 eval=288 loss=none
record 120/799 index=2871 train=40 eval=352 loss=none
record 121/799 index=2744 train=31 eval=270 loss=none
record 122/799 index=3489 train=20 eval=174 loss=none
record 123/799 index=2607 train=28 eval=245 loss=none
record 124/799 index=1452 train=35 eval=310 loss=none
record 125/799 index=1562 train=27 eval=237 loss=none
record 126/799 index=1962 train=26 eval=226 loss=none
record 127/799 index=921 train=28 eval=251 loss=none
record 128/799 index=490 train=25 eval=225 loss=none
record 129/799 index=1105 train=30 eval=268 loss=none
record 130/799 index=784 train=31 eval=271 loss=none
record 131/799 index=2970 train=34 eval=297 loss=none
record 132/799 index=1957 train=34 eval=305 loss=none
record 133/799 index=685 train=28 eval=247 loss=none
record 134/799 index=3231 train=34 eval=304 loss=none
record 135/799 index=2816 train=29 eval=259 loss=none
record 136/799 index=3229 train=36 eval=316 loss=none
record 137/799 index=1907 train=31 eval=279 loss=none
record 138/799 index=2361 train=36 eval=321 loss=none
record 139/799 index=2570 train=28 eval=245 loss=none
record 140/799 index=2656 train=34 eval=303 loss=none
record 141/799 index=3899 train=25 eval=216 loss=none
record 142/799 index=481 train=42 eval=374 loss=none
record 143/799 index=3880 train=25 eval=224 loss=none
record 144/799 index=17 train=34 eval=298 loss=none
record 145/799 index=968 train=35 eval=306 loss=none
record 146/799 index=1668 train=32 eval=280 loss=none
record 147/799 index=2630 train=37 eval=329 loss=none
record 148/799 index=2470 train=32 eval=283 loss=none
record 149/799 index=2236 train=33 eval=297 loss=none
record 150/799 index=393 train=31 eval=272 loss=none
record 151/799 index=1098 train=39 eval=351 loss=none
record 152/799 index=3595 train=33 eval=296 loss=none
record 153/799 index=3634 train=37 eval=332 loss=none
record 154/799 index=1281 train=39 eval=346 loss=none
record 155/799 index=517 train=27 eval=238 loss=none
record 156/799 index=487 train=18 eval=153 loss=none
record 157/799 index=796 train=41 eval=360 loss=none
record 158/799 index=187 train=39 eval=348 loss=none
record 159/799 index=988 train=34 eval=304 loss=none
record 160/799 index=1947 train=28 eval=250 loss=none
record 161/799 index=3457 train=32 eval=279 loss=none
record 162/799 index=3369 train=31 eval=277 loss=none
record 163/799 index=3348 train=30 eval=268 loss=none
record 164/799 index=1271 train=27 eval=237 loss=none
record 165/799 index=957 train=33 eval=297 loss=none
record 166/799 index=2611 train=24 eval=207 loss=none
record 167/799 index=1239 train=34 eval=305 loss=none
record 168/799 index=823 train=32 eval=282 loss=none
record 169/799 index=1208 train=33 eval=293 loss=none
record 170/799 index=3532 train=35 eval=315 loss=none
record 171/799 index=3768 train=32 eval=286 loss=none
record 172/799 index=2876 train=29 eval=257 loss=none
record 173/799 index=845 train=29 eval=261 loss=none
record 174/799 index=98 train=40 eval=359 loss=none
record 175/799 index=3666 train=39 eval=342 loss=none
record 176/799 index=2943 train=29 eval=258 loss=none
record 177/799 index=1463 train=32 eval=279 loss=none
record 178/799 index=589 train=34 eval=300 loss=none
record 179/799 index=1825 train=31 eval=276 loss=none
record 180/799 index=1189 train=39 eval=351 loss=none
record 181/799 index=94 train=30 eval=261 loss=none
record 182/799 index=2627 train=21 eval=185 loss=none
record 183/799 index=1410 train=32 eval=279 loss=none
record 184/799 index=3057 train=32 eval=286 loss=none
record 185/799 index=3061 train=27 eval=238 loss=none
record 186/799 index=3693 train=30 eval=262 loss=none
record 187/799 index=518 train=31 eval=279 loss=none
record 188/799 index=1698 train=27 eval=240 loss=none
record 189/799 index=724 train=28 eval=248 loss=none
record 190/799 index=1669 train=28 eval=244 loss=none
record 191/799 index=1196 train=38 eval=334 loss=none
record 192/799 index=3728 train=35 eval=313 loss=none
record 193/799 index=3845 train=38 eval=337 loss=none
record 194/799 index=3988 train=26 eval=225 loss=none
record 195/799 index=6 train=31 eval=274 loss=none
record 196/799 index=1128 train=34 eval=299 loss=none
record 197/799 index=3275 train=30 eval=267 loss=none
record 198/799 index=3378 train=41 eval=363 loss=none
record 199/799 index=2875 train=3 eval=20 loss=none
record 200/799 index=79 train=32 eval=283 loss=none
record 201/799 index=710 train=37 eval=331 loss=none
record 202/799 index=1565 train=39 eval=343 loss=none
record 203/799 index=495 train=38 eval=339 loss=none
record 204/799 index=203 train=34 eval=297 loss=none
record 205/799 index=2688 train=32 eval=286 loss=none
record 206/799 index=19 train=33 eval=290 loss=none
record 207/799 index=3799 train=40 eval=353 loss=none
record 208/799 index=560 train=30 eval=268 loss=none
record 209/799 index=2297 train=33 eval=293 loss=none
record 210/799 index=1094 train=36 eval=317 loss=none
record 211/799 index=90 train=27 eval=236 loss=none
record 212/799 index=1227 train=46 eval=413 loss=none
record 213/799 index=1650 train=31 eval=276 loss=none
record 214/799 index=3781 train=32 eval=287 loss=none
record 215/799 index=2855 train=33 eval=297 loss=none
record 216/799 index=1502 train=34 eval=301 loss=none
record 217/799 index=3751 train=3 eval=26 loss=none
record 218/799 index=2117 train=36 eval=322 loss=none
record 219/799 index=453 train=35 eval=313 loss=none
record 220/799 index=2169 train=32 eval=281 loss=none
record 221/799 index=1772 train=33 eval=290 loss=none
record 222/799 index=1426 train=38 eval=340 loss=none
record 223/799 index=2458 train=31 eval=277 loss=none
record 224/799 index=2472 train=37 eval=331 loss=none
record 225/799 index=2837 train=31 eval=274 loss=none
record 226/799 index=986 train=34 eval=303 loss=none
record 227/799 index=2765 train=33 eval=288 loss=none
record 228/799 index=1089 train=39 eval=345 loss=none
record 229/799 index=2204 train=33 eval=297 loss=none
record 230/799 index=2756 train=26 eval=233 loss=none
record 231/799 index=829 train=42 eval=372 loss=none
record 232/799 index=1773 train=32 eval=282 loss=none
record 233/799 index=996 train=24 eval=216 loss=none
record 234/799 index=644 train=33 eval=290 loss=none
record 235/799 index=2812 train=39 eval=347 loss=none
record 236/799 index=3625 train=26 eval=234 loss=none
record 237/799 index=965 train=39 eval=347 loss=none
record 238/799 index=3076 train=33 eval=292 loss=none
record 239/799 index=1026 train=20 eval=180 loss=none
record 240/799 index=37 train=29 eval=252 loss=none
record 241/799 index=2300 train=25 eval=223 loss=none
record 242/799 index=1333 train=33 eval=289 loss=none
record 243/799 index=3537 train=35 eval=313 loss=none
record 244/799 index=3070 train=35 eval=310 loss=none
record 245/799 index=2954 train=39 eval=346 loss=none
record 246/799 index=3569 train=32 eval=285 loss=none
record 247/799 index=1336 train=35 eval=315 loss=none
record 248/799 index=3840 train=36 eval=323 loss=none
record 249/799 index=756 train=28 eval=252 loss=none
record 250/799 index=3624 train=38 eval=333 loss=none
record 251/799 index=2925 train=42 eval=377 loss=none
record 252/799 index=3483 train=23 eval=202 loss=none
record 253/799 index=231 train=21 eval=181 loss=none
record 254/799 index=3041 train=37 eval=332 loss=none
record 255/799 index=3140 train=31 eval=279 loss=none
record 256/799 index=1078 train=32 eval=288 loss=none
record 257/799 index=2045 train=37 eval=326 loss=none
record 258/799 index=662 train=31 eval=271 loss=none
record 259/799 index=3806 train=47 eval=420 loss=none
record 260/799 index=1448 train=32 eval=282 loss=none
record 261/799 index=1038 train=34 eval=302 loss=none
record 262/799 index=2573 train=38 eval=334 loss=none
record 263/799 index=3696 train=39 eval=350 loss=none
record 264/799 index=1653 train=33 eval=291 loss=none
record 265/799 index=1808 train=19 eval=167 loss=none
record 266/799 index=563 train=36 eval=316 loss=none
record 267/799 index=1946 train=38 eval=338 loss=none
record 268/799 index=345 train=22 eval=189 loss=none
record 269/799 index=3825 train=42 eval=372 loss=none
record 270/799 index=2418 train=33 eval=290 loss=none
record 271/799 index=3341 train=38 eval=342 loss=none
record 272/799 index=1587 train=35 eval=309 loss=none
record 273/799 index=3679 train=33 eval=293 loss=none
record 274/799 index=2351 train=27 eval=235 loss=none
record 275/799 index=201 train=41 eval=362 loss=none
record 276/799 index=1637 train=38 eval=337 loss=none
record 277/799 index=1268 train=30 eval=266 loss=none
record 278/799 index=2040 train=39 eval=348 loss=none
record 279/799 index=1702 train=34 eval=301 loss=none
record 280/799 index=534 train=33 eval=296 loss=none
record 281/799 index=2800 train=39 eval=346 loss=none
record 282/799 index=3833 train=31 eval=275 loss=none
record 283/799 index=1219 train=30 eval=268 loss=none
record 284/799 index=2030 train=23 eval=206 loss=none
record 285/799 index=3120 train=14 eval=119 loss=none
record 286/799 index=3721 train=48 eval=428 loss=none
record 287/799 index=1776 train=33 eval=290 loss=none
record 288/799 index=632 train=38 eval=336 loss=none
record 289/799 index=1457 train=32 eval=282 loss=none
record 290/799 index=108 train=33 eval=291 loss=none
record 291/799 index=93 train=34 eval=303 loss=none
record 292/799 index=2454 train=32 eval=281 loss=none
record 293/799 index=1518 train=28 eval=250 loss=none
record 294/799 index=1827 train=32 eval=283 loss=none
record 295/799 index=2665 train=43 eval=384 loss=none
record 296/799 index=3944 train=33 eval=296 loss=none
record 297/799 index=2874 train=38 eval=333 loss=none
record 298/799 index=2805 train=44 eval=389 loss=none
record 299/799 index=1006 train=23 eval=204 loss=none
record 300/799 index=1020 train=20 eval=180 loss=none
record 301/799 index=2437 train=37 eval=326 loss=none
record 302/799 index=1614 train=31 eval=272 loss=none
record 303/799 index=1675 train=32 eval=281 loss=none
record 304/799 index=3508 train=25 eval=221 loss=none
record 305/799 index=906 train=27 eval=240 loss=none
record 306/799 index=2608 train=47 eval=422 loss=none
record 307/799 index=3667 train=36 eval=316 loss=none
record 308/799 index=2860 train=32 eval=280 loss=none
record 309/799 index=1760 train=40 eval=351 loss=none
record 310/799 index=2132 train=28 eval=252 loss=none
record 311/799 index=3632 train=31 eval=271 loss=none
record 312/799 index=1537 train=39 eval=343 loss=none
record 313/799 index=1430 train=33 eval=297 loss=none
record 314/799 index=1404 train=40 eval=353 loss=none
record 315/799 index=1828 train=45 eval=397 loss=none
record 316/799 index=3407 train=26 eval=226 loss=none
record 317/799 index=1050 train=38 eval=340 loss=none
record 318/799 index=169 train=35 eval=311 loss=none
record 319/799 index=1400 train=37 eval=327 loss=none
record 320/799 index=678 train=29 eval=254 loss=none
record 321/799 index=1060 train=34 eval=304 loss=none
record 322/799 index=846 train=34 eval=305 loss=none
record 323/799 index=2276 train=22 eval=192 loss=none
record 324/799 index=857 train=48 eval=424 loss=none
record 325/799 index=836 train=22 eval=194 loss=none
record 326/799 index=745 train=31 eval=278 loss=none
record 327/799 index=99 train=7 eval=54 loss=none
record 328/799 index=3466 train=36 eval=320 loss=none
record 329/799 index=186 train=30 eval=265 loss=none
record 330/799 index=1672 train=30 eval=263 loss=none
record 331/799 index=194 train=34 eval=305 loss=none
record 332/799 index=3440 train=35 eval=314 loss=none
record 333/799 index=574 train=25 eval=218 loss=none
record 334/799 index=3556 train=4 eval=28 loss=none
record 335/799 index=3890 train=35 eval=306 loss=none
record 336/799 index=3471 train=51 eval=458 loss=none
record 337/799 index=1735 train=21 eval=189 loss=none
record 338/799 index=2927 train=31 eval=270 loss=none
record 339/799 index=486 train=33 eval=296 loss=none
record 340/799 index=1403 train=37 eval=332 loss=none
record 341/799 index=773 train=34 eval=301 loss=none
record 342/799 index=895 train=30 eval=262 loss=none
record 343/799 index=813 train=34 eval=304 loss=none
record 344/799 index=525 train=32 eval=280 loss=none
record 345/799 index=953 train=36 eval=316 loss=none
record 346/799 index=943 train=25 eval=218 loss=none
record 347/799 index=1802 train=30 eval=261 loss=none
record 348/799 index=854 train=36 eval=323 loss=none
record 349/799 index=3861 train=38 eval=341 loss=none
record 350/799 index=1906 train=28 eval=252 loss=none
record 351/799 index=3911 train=31 eval=278 loss=none
record 352/799 index=3669 train=33 eval=297 loss=none
record 353/799 index=3662 train=30 eval=262 loss=none
record 354/799 index=3251 train=43 eval=381 loss=none
record 355/799 index=558 train=34 eval=300 loss=none
record 356/799 index=2379 train=33 eval=295 loss=none
record 357/799 index=3741 train=26 eval=231 loss=none
record 358/799 index=3596 train=37 eval=325 loss=none
record 359/799 index=359 train=35 eval=310 loss=none
record 360/799 index=1047 train=38 eval=341 loss=none
record 361/799 index=2569 train=32 eval=281 loss=none
record 362/799 index=1231 train=35 eval=312 loss=none
record 363/799 index=3641 train=25 eval=220 loss=none
record 364/799 index=1950 train=33 eval=289 loss=none
record 365/799 index=62 train=32 eval=284 loss=none
record 366/799 index=1301 train=3 eval=27 loss=none
record 367/799 index=3953 train=37 eval=331 loss=none
record 368/799 index=2990 train=38 eval=336 loss=none
record 369/799 index=2585 train=26 eval=229 loss=none
record 370/799 index=2427 train=43 eval=385 loss=none
record 371/799 index=726 train=37 eval=326 loss=none
record 372/799 index=3240 train=46 eval=411 loss=none
record 373/799 index=3008 train=3 eval=20 loss=none
record 374/799 index=2721 train=36 eval=315 loss=none
record 375/799 index=3156 train=35 eval=310 loss=none
record 376/799 index=2822 train=26 eval=232 loss=none
record 377/799 index=1875 train=37 eval=326 loss=none
record 378/799 index=2483 train=35 eval=309 loss=none
record 379/799 index=3697 train=25 eval=223 loss=none
record 380/799 index=2710 train=39 eval=351 loss=none
record 381/799 index=3035 train=47 eval=414 loss=none
record 382/799 index=3808 train=33 eval=290 loss=none
record 383/799 index=3146 train=28 eval=244 loss=none
record 384/799 index=1377 train=28 eval=252 loss=none
record 385/799 index=2105 train=32 eval=286 loss=none
record 386/799 index=3623 train=28 eval=251 loss=none
record 387/799 index=1488 train=28 eval=249 loss=none
record 388/799 index=1417 train=33 eval=290 loss=none
record 389/799 index=13 train=27 eval=239 loss=none
record 390/799 index=498 train=33 eval=296 loss=none
record 391/799 index=1608 train=35 eval=309 loss=none
record 392/799 index=3068 train=33 eval=288 loss=none
record 393/799 index=2479 train=17 eval=149 loss=none
record 394/799 index=1195 train=32 eval=283 loss=none
record 395/799 index=321 train=42 eval=369 loss=none
record 396/799 index=2969 train=43 eval=381 loss=none
record 397/799 index=2422 train=39 eval=351 loss=none
record 398/799 index=2347 train=40 eval=352 loss=none
record 399/799 index=157 train=35 eval=306 loss=none
record 400/799 index=3774 train=29 eval=255 loss=none
record 401/799 index=2749 train=30 eval=267 loss=none
record 402/799 index=2466 train=22 eval=193 loss=none
record 403/799 index=3568 train=35 eval=306 loss=none
record 404/799 index=2387 train=38 eval=335 loss=none
record 405/799 index=494 train=38 eval=342 loss=none
record 406/799 index=2401 train=30 eval=262 loss=none
record 407/799 index=3694 train=42 eval=374 loss=none
record 408/799 index=1073 train=36 eval=316 loss=none
record 409/799 index=1626 train=29 eval=258 loss=none
record 410/799 index=1597 train=39 eval=349 loss=none
record 411/799 index=386 train=49 eval=438 loss=none
record 412/799 index=2168 train=30 eval=264 loss=none
record 413/799 index=3991 train=36 eval=324 loss=none
record 414/799 index=1065 train=45 eval=396 loss=none
record 415/799 index=1561 train=37 eval=329 loss=none
record 416/799 index=1238 train=14 eval=123 loss=none
record 417/799 index=1102 train=37 eval=332 loss=none
record 418/799 index=3390 train=37 eval=329 loss=none
record 419/799 index=3252 train=42 eval=375 loss=none
record 420/799 index=636 train=31 eval=277 loss=none
record 421/799 index=40 train=31 eval=279 loss=none
record 422/799 index=808 train=29 eval=256 loss=none
record 423/799 index=1028 train=39 eval=347 loss=none
record 424/799 index=1126 train=34 eval=299 loss=none
record 425/799 index=2053 train=32 eval=279 loss=none
record 426/799 index=45 train=34 eval=304 loss=none
record 427/799 index=2823 train=30 eval=267 loss=none
record 428/799 index=2766 train=32 eval=281 loss=none
record 429/799 index=1578 train=29 eval=259 loss=none
record 430/799 index=3719 train=29 eval=261 loss=none
record 431/799 index=3560 train=32 eval=286 loss=none
record 432/799 index=3154 train=31 eval=278 loss=none
record 433/799 index=3183 train=27 eval=243 loss=none
record 434/799 index=2842 train=25 eval=223 loss=none
record 435/799 index=771 train=36 eval=318 loss=none
record 436/799 index=2390 train=34 eval=302 loss=none
record 437/799 index=1173 train=34 eval=302 loss=none
record 438/799 index=1944 train=35 eval=306 loss=none
record 439/799 index=2739 train=35 eval=313 loss=none
record 440/799 index=3493 train=29 eval=259 loss=none
record 441/799 index=181 train=34 eval=298 loss=none
record 442/799 index=1674 train=46 eval=411 loss=none
record 443/799 index=791 train=30 eval=267 loss=none
record 444/799 index=931 train=37 eval=324 loss=none
record 445/799 index=1804 train=28 eval=249 loss=none
record 446/799 index=1796 train=48 eval=429 loss=none
record 447/799 index=769 train=22 eval=190 loss=none
record 448/799 index=1526 train=39 eval=344 loss=none
record 449/799 index=2188 train=42 eval=374 loss=none
record 450/799 index=778 train=35 eval=308 loss=none
record 451/799 index=605 train=33 eval=295 loss=none
record 452/799 index=2702 train=32 eval=283 loss=none
record 453/799 index=661 train=34 eval=303 loss=none
record 454/799 index=3664 train=26 eval=231 loss=none
record 455/799 index=1114 train=33 eval=291 loss=none
record 456/799 index=3482 train=38 eval=333 loss=none
record 457/799 index=577 train=21 eval=180 loss=none
record 458/799 index=2223 train=31 eval=275 loss=none
record 459/799 index=3085 train=9 eval=76 loss=none
record 460/799 index=2792 train=33 eval=292 loss=none
record 461/799 index=1004 train=30 eval=268 loss=none
record 462/799 index=666 train=42 eval=370 loss=none
record 463/799 index=3437 train=40 eval=352 loss=none
record 464/799 index=3973 train=34 eval=302 loss=none
record 465/799 index=3329 train=35 eval=311 loss=none
record 466/799 index=1862 train=26 eval=231 loss=none
record 467/799 index=2889 train=32 eval=286 loss=none
record 468/799 index=2879 train=30 eval=261 loss=none
record 469/799 index=3566 train=40 eval=357 loss=none
record 470/799 index=399 train=32 eval=284 loss=none
record 471/799 index=3269 train=35 eval=306 loss=none
record 472/799 index=2471 train=35 eval=308 loss=none
record 473/799 index=3873 train=39 eval=349 loss=none
record 474/799 index=1185 train=4 eval=32 loss=none
record 475/799 index=2942 train=36 eval=318 loss=none
record 476/799 index=3164 train=38 eval=337 loss=none
record 477/799 index=110 train=29 eval=252 loss=none
record 478/799 index=880 train=43 eval=379 loss=none
record 479/799 index=2778 train=31 eval=279 loss=none
record 480/799 index=1379 train=11 eval=99 loss=none
record 481/799 index=2902 train=31 eval=276 loss=none
record 482/799 index=3801 train=31 eval=274 loss=none
record 483/799 index=314 train=43 eval=387 loss=none
record 484/799 index=3804 train=38 eval=334 loss=none
record 485/799 index=3388 train=37 eval=327 loss=none
record 486/799 index=2637 train=33 eval=292 loss=none
record 487/799 index=1012 train=38 eval=333 loss=none
record 488/799 index=2270 train=37 eval=327 loss=none
record 489/799 index=1412 train=28 eval=248 loss=none
record 490/799 index=2501 train=40 eval=357 loss=none
record 491/799 index=790 train=32 eval=281 loss=none
record 492/799 index=1533 train=27 eval=240 loss=none
record 493/799 index=2610 train=26 eval=231 loss=none
record 494/799 index=1780 train=44 eval=388 loss=none
record 495/799 index=1727 train=32 eval=286 loss=none
record 496/799 index=3613 train=38 eval=333 loss=none
record 497/799 index=3743 train=35 eval=310 loss=none
record 498/799 index=2992 train=29 eval=260 loss=none
record 499/799 index=3784 train=34 eval=299 loss=none
record 500/799 index=913 train=28 eval=247 loss=none
record 501/799 index=1586 train=30 eval=261 loss=none
record 502/799 index=1217 train=39 eval=351 loss=none
record 503/799 index=224 train=51 eval=458 loss=none
record 504/799 index=1554 train=29 eval=257 loss=none
record 505/799 index=3316 train=34 eval=302 loss=none
record 506/799 index=2157 train=21 eval=182 loss=none
record 507/799 index=758 train=34 eval=299 loss=none
record 508/799 index=2130 train=28 eval=247 loss=none
record 509/799 index=792 train=35 eval=309 loss=none
record 510/799 index=3185 train=36 eval=322 loss=none
record 511/799 index=256 train=32 eval=279 loss=none
record 512/799 index=2509 train=40 eval=357 loss=none
record 513/799 index=3628 train=29 eval=259 loss=none
record 514/799 index=804 train=19 eval=167 loss=none
record 515/799 index=383 train=46 eval=407 loss=none
record 516/799 index=2352 train=29 eval=252 loss=none
record 517/799 index=2274 train=36 eval=318 loss=none
record 518/799 index=1335 train=39 eval=345 loss=none
record 519/799 index=909 train=34 eval=304 loss=none
record 520/799 index=3587 train=36 eval=319 loss=none
record 521/799 index=1030 train=33 eval=296 loss=none
record 522/799 index=799 train=40 eval=352 loss=none
record 523/799 index=1535 train=39 eval=345 loss=none
record 524/799 index=3268 train=35 eval=313 loss=none
record 525/799 index=3 train=31 eval=279 loss=none
record 526/799 index=3877 train=27 eval=238 loss=none
record 527/799 index=7 train=44 eval=390 loss=none
record 528/799 index=3897 train=28 eval=246 loss=none
record 529/799 index=2410 train=32 eval=287 loss=none
record 530/799 index=403 train=30 eval=266 loss=none
record 531/799 index=3415 train=41 eval=364 loss=none
record 532/799 index=2916 train=50 eval=443 loss=none
record 533/799 index=929 train=35 eval=310 loss=none
record 534/799 index=3133 train=37 eval=327 loss=none
record 535/799 index=3724 train=21 eval=189 loss=none
record 536/799 index=2462 train=43 eval=379 loss=none
record 537/799 index=2054 train=3 eval=20 loss=none
record 538/799 index=2684 train=31 eval=279 loss=none
record 539/799 index=3582 train=39 eval=342 loss=none
record 540/799 index=3301 train=21 eval=187 loss=none
record 541/799 index=3946 train=30 eval=268 loss=none
record 542/799 index=1933 train=33 eval=292 loss=none
record 543/799 index=1503 train=33 eval=293 loss=none
record 544/799 index=2601 train=39 eval=342 loss=none
record 545/799 index=372 train=40 eval=359 loss=none
record 546/799 index=2353 train=36 eval=315 loss=none
record 547/799 index=1993 train=41 eval=363 loss=none
record 548/799 index=3178 train=45 eval=400 loss=none
record 549/799 index=318 train=47 eval=422 loss=none
record 550/799 index=2268 train=27 eval=243 loss=none
record 551/799 index=1719 train=31 eval=277 loss=none
record 552/799 index=1447 train=28 eval=246 loss=none
record 553/799 index=2539 train=36 eval=318 loss=none
record 554/799 index=427 train=29 eval=260 loss=none
record 555/799 index=899 train=35 eval=309 loss=none
record 556/799 index=3843 train=34 eval=301 loss=none
record 557/799 index=2010 train=31 eval=272 loss=none
record 558/799 index=3320 train=33 eval=291 loss=none
record 559/799 index=2711 train=34 eval=304 loss=none
record 560/799 index=1925 train=35 eval=312 loss=none
record 561/799 index=262 train=39 eval=348 loss=none
record 562/799 index=2101 train=35 eval=315 loss=none
record 563/799 index=936 train=42 eval=371 loss=none
record 564/799 index=3866 train=31 eval=279 loss=none
record 565/799 index=171 train=34 eval=301 loss=none
